set,index,formula,n_atoms,mean,max,unseen_element_atoms
rot1 GFN2 MD/normal modes,91,C60H58F14N2O10,144,0.0032444682483726097,0.017745923396200403,0
rot1 GFN2 MD/normal modes,92,C60H58F14N2O10,144,0.003692983521695328,0.021380371166126122,0
rot1 GFN2 MD/normal modes,93,C60H58F14N2O10,144,0.002996752294658426,0.014554281304931305,0
rot1 GFN2 MD/normal modes,94,C60H58F14N2O10,144,0.0024090777379345957,0.012775005864451794,0
rot1 GFN2 MD/normal modes,95,C60H58F14N2O10,144,0.004363479304472566,0.027272293125863434,0
rot1 GFN2 MD/normal modes,96,C60H58F14N2O10,144,0.003976685493521825,0.01669654874897608,0
rot1 GFN2 MD/normal modes,97,C60H58F14N2O10,144,0.00374165521451589,0.02423021227501565,0
rot1 GFN2 MD/normal modes,98,C60H58F14N2O10,144,0.004334216685830991,0.0437601110957101,0
rot1 GFN2 MD/normal modes,99,C60H58F14N2O10,144,0.002448289594120729,0.012214534803836163,0
rot1 GFN2 MD/normal modes,100,C60H58F14N2O10,144,0.003248564140679391,0.01528806852741782,0
rot1 GFN2 MD/normal modes,101,C60H58F14N2O10,144,0.002906042510201821,0.01831090043536321,0
rot1 GFN2 MD/normal modes,102,C60H58F14N2O10,144,0.004823708215563336,0.06062198917888728,0
rot1 GFN2 MD/normal modes,103,C60H58F14N2O10,144,0.002581759271930817,0.018308930773796694,0
rot1 GFN2 MD/normal modes,104,C60H58F14N2O10,144,0.004409638628128145,0.06572079737502545,0
rot1 GFN2 MD/normal modes,105,C60H58F14N2O10,144,0.002814113252260111,0.012641233368137605,0
rot1 GFN2 MD/normal modes,106,C60H58F14N2O10,144,0.004816933486261518,0.06053290476191553,0
rot1 GFN2 MD/normal modes,107,C60H58F14N2O10,144,0.0029969754303954665,0.019715617554081022,0
rot1 GFN2 MD/normal modes,108,C60H58F14N2O10,144,0.0031868830387126543,0.04879955672262537,0
rot1 GFN2 MD/normal modes,109,C60H58F14N2O10,144,0.0037282153213563773,0.03224004066143349,0
rot1 GFN2 MD/normal modes,110,C60H58F14N2O10,144,0.004481578621611117,0.032756243636656635,0
rot1 GFN2 MD/normal modes,111,C60H58F14N2O10,144,0.004963367741063821,0.048074081509156485,0
rot1 GFN2 MD/normal modes,112,C60H58F14N2O10,144,0.004816670131877286,0.060468707213790496,0
rot1 GFN2 MD/normal modes,113,C60H58F14N2O10,144,0.0031886335010287495,0.01745720194681999,0
rot1 GFN2 MD/normal modes,114,C60H58F14N2O10,144,0.0038049316670038316,0.018659829805406924,0
rot1 GFN2 MD/normal modes,115,C60H58F14N2O10,144,0.0017109398201211679,0.009469382770995294,0
rot1 GFN2 MD/normal modes,116,C60H58F14N2O10,144,0.003962237110232681,0.022633780286839156,0
rot1 GFN2 MD/normal modes,117,C60H58F14N2O10,144,0.0021531516064829167,0.010840283528346206,0
rot1 GFN2 MD/normal modes,118,C60H58F14N2O10,144,0.0043033441171248755,0.030308407739938148,0
rot1 GFN2 MD/normal modes,119,C60H58F14N2O10,144,0.004209785442736746,0.0233589816134242,0
rot1 GFN2 MD/normal modes,120,C60H58F14N2O10,144,0.004833347150468254,0.06077654032650803,0
rot1 GFN2 MD/normal modes,121,C60H58F14N2O10,144,0.004489612303475953,0.03277621985424983,0
rot1 GFN2 MD/normal modes,122,C60H58F14N2O10,144,0.0023692567613962656,0.013898461376057658,0
rot1 GFN2 MD/normal modes,123,C60H58F14N2O10,144,0.004058291848402085,0.0202810806003757,0
rot1 GFN2 MD/normal modes,124,C60H58F14N2O10,144,0.0034535819231886,0.02635693139201989,0
rot1 GFN2 MD/normal modes,125,C60H58F14N2O10,144,0.003461256747408869,0.017592515932330577,0
rot1 GFN2 MD/normal modes,126,C60H58F14N2O10,144,0.002543098995557498,0.013086975193007055,0
rot1 GFN2 MD/normal modes,127,C60H58F14N2O10,144,0.003198078228810395,0.01618848590602051,0
rot1 GFN2 MD/normal modes,128,C60H58F14N2O10,144,0.004328554366528047,0.03471662058467595,0
rot1 GFN2 MD/normal modes,129,C60H58F14N2O10,144,0.0029955553372329035,0.01586618100158399,0
rot1 GFN2 MD/normal modes,130,C60H58F14N2O10,144,0.0028194142685886276,0.019731046239146566,0
rot1 GFN2 MD/normal modes,131,C60H58F14N2O10,144,0.003656556192311434,0.016535463175235243,0
rot1 GFN2 MD/normal modes,132,C60H58F14N2O10,144,0.004356245288652329,0.020049025976786372,0
rot1 GFN2 MD/normal modes,133,C60H58F14N2O10,144,0.0025397643769112244,0.01385017566589053,0
